species,genus,subfamily,family,order,class_taxon,super_class,ocean,basin,food_i,food_mode,temp_preferred,temp_range,climate,fecundity_mean,body_shape_i,longevity_wild,oxygen_cons,temp_cons,dev_place,sp_richness,comments,circadian,observed_homerange,n_ind,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,iucn_category,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3
Thunnus alalunga,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,27,15.7000007629395,tropical,1070000,fusiform / normal,9,280,17,planktonic,54,NA,NA,NA,NA,214395000,hms,pelagic oceanic,140,NA,1496373.192,0.139377132,4.3,NT,5756.014259,44.12174625,NA,5756.014259,44.12174625,3,2,6,2,high/mid
Thunnus albacares,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,28,16,tropical,4131433.4,fusiform / normal,9,NA,NA,planktonic,54,NA,NA,58000,3,238802500,hms,pelagic oceanic,239,yellowfin tuna,2632284.907,0.371683336,4.41,NT,23919.47588,39.06578765,26.53,58000,26.53,4,1,2,2,high/mid
Thunnus atlanticus,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,26,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,54,NA,NA,NA,NA,17285000,hms,pelagic oceanic,107.9499969,NA,21204.61504,0.411464956,4.35,LC,1.227508927,25.10437597,NA,1.227508927,25.10437597,0,1,4,4,mid/low
Thunnus maccoyii,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,16,15,tropical,500000,fusiform / normal,20,NA,NA,NA,54,NA,NA,NA,NA,81205000,hms,pelagic oceanic,245,NA,678424.4269,0.101845095,3.949579907,CR,1474.399297,50.62099711,24,1474.399297,24,3,1,2,2,high/mid
Thunnus obesus,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,27,16,tropical,1400400.5,fusiform / normal,11,NA,NA,planktonic,54,NA,NA,NA,NA,492747500,pelagic oceanic,pelagic oceanic,250,NA,2522991.787,0.236346256,4.49,VU,38100.28374,52.12694075,NA,38100.28374,52.12694075,4,2,6,2,high/mid
Thunnus orientalis,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,NA,NA,27,NA,tropical,NA,fusiform / normal,15,NA,NA,NA,54,NA,NA,91382,12,137085000,hms,pelagic oceanic,300,pacific bluefin tuna,180859.509,0.191806337,4.416666667,VU,36732.24825,32.36656871,NA,91382,32.36656871,4,2,6,2,high/mid
Thunnus thynnus,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,26,27,subtropical,13015000,fusiform / normal,32,NA,NA,planktonic,54,NA,NA,NA,NA,59672500,pelagic oceanic,pelagic oceanic,458,NA,893507.9525,0.081764288,4.45,EN,21.25898551,57.00519928,31,21.25898551,31,1,2,1,1,mid-high/mid
Thunnus tonggol,Thunnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zooplankton",generalist,28,NA,tropical,NA,fusiform / normal,18.700000762939453,NA,NA,NA,54,NA,NA,NA,NA,13385000,pelagic oceanic,pelagic neritic,144.9830017,NA,4937248.325,0.221774814,4.5,DD,2.580769182,45.57389128,NA,2.580769182,45.57389128,0,2,1,1,mid-high/mid
Thyrsites atun,Thyrsites,NA,Gempylidae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zooplankton",generalist,15,5,tropical,NA,elongated,10,NA,NA,planktonic,26,NA,NA,NA,NA,2655000,habitat_coastal,benthopelagic,200,NA,709214.8872,0.349062752,3.63,NA,0.517848469,54.98519187,NA,0.517848469,54.98519187,-1,2,1,1,mid-high/mid
Trichiurus lepturus,Trichiurus,Trichiurinae,Trichiuridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,26,NA,tropical,80616.83333333333,eel-like,NA,NA,NA,planktonic,46,"Generally over muddy bottoms of shallow coastal waters (Ref. 9351).  Often enter estuaries (Ref. 9351).  Juveniles feed mostly on euphausiids, small pelagic planktonic crustaceans and small fishes; adults feed mainly on fishes and occasionally on squids and crustaceans (Ref. 6181).  Adults and juveniles have opposing complementary vertical diurnal feeding migration.  Large adults usually feed near the surface during the daytime and migrate to the bottom at night.  Juveniles and small adults form schools 100 m above the bottom during the daytime and form loose feeding aggregations at night near the surface.  Pelagic eggs (Ref. 35388) and larvae (Ref. 6768).  Max weight of 1.5 kg given in Ref. 28023 seems too low.  The current angling world record was caught in Rio de Janeiro's Guanabara Bay and weighed 3.69 kg.  Commercial fisherman have caught fish of up to 5 kg (Capt. Eduardo Baumeier, pers. Comm., 2001).   Marketed salted or dried and also frozen (Ref. 9351).  Excellent taste when fried or grilled; also for sashimi when fresh.",diurnal,NA,NA,17082500,habitat_coastal,benthopelagic,234,NA,25390267.52,0.583280022,4.42,LC,7.020770168,71.55962604,NA,7.020770168,71.55962604,0,3,3,3,mid/mid-high
Trachinotus blochii,Trachinotus,Trachinotinae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,28,NA,tropical,NA,short and / or deep,NA,NA,NA,planktonic,148,NA,NA,NA,NA,9000000,habitat_reef,reef-associated,110,NA,91.9989765,0.842835464,3.772102242,LC,0.094542896,39.61426812,NA,0.094542896,39.61426812,-2,2,1,8,mid-low/mid
Trachinotus carolinus,Trachinotus,Trachinotinae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,23,NA,subtropical,NA,short and / or deep,7,NA,NA,NA,148,NA,NA,NA,NA,2425000,habitat_coastal,benthopelagic,64,NA,882.2125221,0.842835464,3.5,LC,0.13004077,34.62225803,NA,0.13004077,34.62225803,-1,2,1,1,mid-high/mid
Trachinotus mookalee,Trachinotus,Trachinotinae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,NA,NA,28,NA,tropical,NA,short and / or deep,NA,NA,NA,NA,148,NA,NA,NA,NA,4482500,habitat_coastal,demersal,90,NA,485.224006,0.842835464,3.94,LC,0.104012085,33.92806175,NA,0.104012085,33.92806175,-1,2,1,1,mid-high/mid
Trachinus draco,Trachinus,NA,Trachinidae,Perciformes/Percoidei,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos",generalist,9,NA,subtropical,NA,elongated,NA,NA,NA,planktonic,9,"On sandy, muddy or gravelly bottoms, from a few meters to about 150 m.  Rest on the bottom, often buried with eyes and tip of first dorsal fin exposed (Ref. 9988).  At night they swim around freely, even pelagically (Ref. 35388).  Feed on small invertebrates and fishes; chiefly nocturnal.  Oviparous, eggs and larval stages pelagic (Ref. 4675).  There are dark markings along the scales; the anterior dorsal fin is black and contains venomous spines.  Utilized fresh and frozen; can be pan-fried, broiled, boiled and baked (Ref. 9988).  Spawning takes place in June and August, pelagic eggs are 1 mm (Ref. 35388).  Also Ref. 57406.",nocturnal,NA,NA,2867500,habitat_benthic,demersal,53,NA,3639.605607,0.630179269,4.183103005,LC,0.047975367,43.35041324,12.9,0.047975367,12.9,-2,1,4,4,mid/low
Trachipterus arcticus,Trachipterus,NA,Trachipteridae,Lampriformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",Both,nekton,specialist,NA,NA,subtropical,NA,eel-like,NA,NA,NA,planktonic,10,NA,NA,NA,NA,10997500,habitat_deep,bathypelagic,300,NA,10.93425039,0.142305137,4.482012652,NA,0.614898954,43.64398976,NA,0.614898954,43.64398976,-1,2,1,1,mid-high/mid
Trachurus capensis,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Atlantic,East,"nekton, zoobenthos, zooplankton",generalist,23,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,148,"Adults are found mainly over the continental shelf, often over sand bottoms (Ref. 27121).  Shoals rise to feed in surface waters at night and found close to the bottom during the day (Ref. 27121).  Juveniles feed mainly on copepods while adults prey on fish and a wide range of invertebrates (Ref. 27121).",nocturnal,NA,NA,510000,pelagic oceanic,pelagic neritic,60,NA,2291234.841,0.28187887,3.519897228,LC,0.072285607,42.76128993,NA,0.072285607,42.76128993,-2,2,1,8,mid-low/mid
Trachurus declivis,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,20,NA,tropical,NA,fusiform / normal,25,NA,NA,planktonic,148,"Adults are commonly found near the bottom, in midwater and occasionally at the surface (Ref. 9258) in continental shelf waters (Ref. 27930).  They form pelagic schools for most of the year but may move close to the sea bed during winter (Ref. 27931).  Generally found at less than 300 m water depth with temperature less than 16° C (Ref. 9072).  Juveniles inhabit coastal and estuarine waters although they may sometimes be found offshore (Ref. 27930).  Adults feed mostly during the day mainly on krill and other planktonic crustaceans, light fish (Sternoptychidae) and lantern fish (Myctophidae) at the edge of the continental shelf (Ref. 27933).",diurnal,NA,NA,1517500,pelagic oceanic,benthopelagic,64,NA,147861.1578,0.289613477,3.949579844,LC,0.157308317,43.18730153,NA,0.157308317,43.18730153,-1,2,1,1,mid-high/mid
Trachurus japonicus,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Pacific,West,zooplankton,specialist,18,NA,subtropical,180950,fusiform / normal,12,NA,NA,planktonic,148,NA,NA,NA,NA,525000,pelagic oceanic,pelagic neritic,50,NA,1673773.132,0.601339121,3.454510743,NT,0.092799055,33.65837976,NA,0.092799055,33.65837976,-2,2,1,8,mid-low/mid
Trachurus lathami,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Atlantic,West,"zoobenthos, zooplankton",generalist,27,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,2837500,pelagic oceanic,reef-associated,40,NA,4045.653756,0.704050364,3.99,LC,0.04289244,30.54590291,NA,0.04289244,30.54590291,-2,2,1,8,mid-low/mid
Trachurus mediterraneus,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, plants, zoobenthos, zooplankton",generalist,19,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,148,NA,NA,NA,NA,2082500,pelagic oceanic,pelagic oceanic,60,NA,196943.5002,0.392946037,3.77,LC,0.167417728,32.29485704,NA,0.167417728,32.29485704,-1,2,1,1,mid-high/mid
Trachurus murphyi,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,16,NA,subtropical,NA,fusiform / normal,16,NA,NA,NA,148,NA,NA,NA,NA,6805000,pelagic oceanic,pelagic oceanic,70,NA,10384286.67,0.246772596,3.33,DD,0.169206487,81.97205708,NA,0.169206487,81.97205708,-1,3,3,3,mid/mid-high
Trachurus symmetricus,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,8,NA,subtropical,NA,fusiform / normal,30,NA,NA,planktonic,148,NA,NA,NA,NA,12545000,pelagic oceanic,pelagic oceanic,81,NA,97859.78073,0.238376295,3.57,LC,1.439324294,29.05903427,1.5,1.439324294,1.5,0,1,4,4,mid/low
Trachurus trachurus,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,17,NA,tropical,194381.85714285713,fusiform / normal,NA,NA,NA,planktonic,148,NA,NA,NA,NA,217500,pelagic oceanic,pelagic neritic,70,NA,16544709.45,0.412444993,3.71,VU,0.043560843,76.16806633,NA,0.043560843,76.16806633,-2,3,3,3,mid/mid-high
Trachurus trecae,Trachurus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Atlantic,East,"zoobenthos, zooplankton",generalist,25,7,subtropical,NA,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,730000,pelagic oceanic,benthopelagic,35,NA,3004486.97,0.478731232,3.538579081,LC,0.002648639,33.54053011,NA,0.002648639,33.54053011,-3,2,1,8,mid-low/mid
Tragulichthys jaculiferus,Tragulichthys,NA,Diodontidae,Tetraodontiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,zoobenthos,specialist,NA,NA,tropical,NA,short and / or deep,NA,NA,NA,NA,18,NA,NA,NA,NA,1675000,habitat_benthic,reef-associated,30,NA,36.2166677,0.824040474,3.547920007,NA,9.89e-4,46.71759144,NA,9.89e-4,46.71759144,-4,2,7,7,low/mid
Urophycis brasiliensis,Urophycis,NA,Phycidae,Gadiformes,Actinopteri,Osteichthyes,Atlantic,West,"detritus, nekton, zoobenthos, zooplankton",generalist,11,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,11,NA,NA,NA,NA,62500,habitat_benthic,demersal,52.20000076,NA,23685.99795,0.37513184,3.958920771,NA,0.0233018,49.93900645,NA,0.0233018,49.93900645,-2,2,1,8,mid-low/mid
Urophycis chuss,Urophycis,NA,Phycidae,Gadiformes,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,9,NA,subtropical,NA,elongated,NA,NA,NA,planktonic,11,NA,NA,NA,NA,492500,migratory,demersal,66,NA,132954.9808,0.303554299,3.72,NA,0.109249355,49.68801199,NA,0.109249355,49.68801199,-1,2,1,1,mid-high/mid
Trisopterus esmarkii,Trisopterus,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,Atlantic,East,"nekton, others, zoobenthos, zooplankton",generalist,9,NA,subtropical,178595,fusiform / normal,5,NA,NA,planktonic,22,NA,NA,NA,NA,1107500,migratory,benthopelagic,35,NA,499895.1945,0.615787528,3.24,LC,0.003009048,39.1462762,NA,0.003009048,39.1462762,-3,2,1,8,mid-low/mid
Trisopterus luscus,Trisopterus,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, others, zoobenthos, zooplankton",generalist,11,NA,subtropical,314259,fusiform / normal,4,NA,NA,planktonic,22,NA,NA,NA,NA,1130000,habitat_coastal,benthopelagic,46,NA,61292.12745,0.880553021,3.73,NA,0.129038012,40.94007521,NA,0.129038012,40.94007521,-1,2,1,1,mid-high/mid
Trisopterus minutus,Trisopterus,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,Atlantic,East,"nekton, others, zoobenthos, zooplankton",generalist,16,NA,subtropical,10113.5,fusiform / normal,5,NA,NA,planktonic,22,NA,NA,NA,NA,1602500,habitat_benthic,benthopelagic,40,NA,6807.29384,0.709260995,3.73,NA,0.038637344,43.5991732,NA,0.038637344,43.5991732,-2,2,1,8,mid-low/mid
Tylosurus crocodilus,Tylosurus,NA,Belonidae,Beloniformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,28,3,tropical,NA,elongated,NA,NA,NA,planktonic,47,NA,NA,NA,NA,12982500,habitat_coastal,reef-associated,150,NA,353.3717566,0.696411061,4.43,NA,1.325292967,29.65264941,NA,1.325292967,29.65264941,0,1,4,4,mid/low
Umbrina canariensis,Umbrina,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,zoobenthos,specialist,26,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,293,NA,NA,NA,NA,2567500,habitat_benthic,demersal,80,NA,11581.93929,0.378795976,3.426487963,LC,0.196461664,45.9271977,NA,0.196461664,45.9271977,-1,2,1,1,mid-high/mid
Umbrina canosai,Umbrina,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,20,NA,subtropical,NA,fusiform / normal,26,NA,NA,NA,293,NA,NA,NA,NA,347500,habitat_benthic,demersal,40,NA,56568.85569,0.680525062,3.874852433,NA,0.011373792,50.84039859,NA,0.011373792,50.84039859,-2,2,1,8,mid-low/mid
Umbrina cirrosa,Umbrina,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,zoobenthos,specialist,14,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,293,NA,NA,NA,NA,1472500,habitat_reef,demersal,73,NA,3945.84549,0.434111271,3.463851669,NA,0.121642487,28.41127024,NA,0.121642487,28.41127024,-1,1,4,4,mid/low
Uranoscopus scaber,Uranoscopus,NA,Uranoscopidae,Perciformes/Uranoscopoidei,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos",generalist,NA,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,54,NA,NA,NA,NA,2260000,sedentary,demersal,40,NA,1454.422055,0.644695944,4.369921534,LC,0.012179208,24.8686799,NA,0.012179208,24.8686799,-2,1,4,4,mid/low
Urophycis tenuis,Urophycis,NA,Phycidae,Gadiformes,Actinopteri,Osteichthyes,Atlantic,Both,"nekton, plants, zoobenthos, zooplankton",generalist,5,NA,subtropical,7000000,fusiform / normal,23,NA,NA,planktonic,11,NA,NA,NA,NA,565000,migratory,demersal,133,NA,65329.05888,0.178334746,4.27,NA,0.065820042,40.66516908,NA,0.065820042,40.66516908,-2,2,1,8,mid-low/mid
Variola louti,Variola,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,27,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,12655000,habitat_reef,reef-associated,83,NA,3312.079611,0.375052579,4.33,LC,0.634679922,30.33681196,NA,0.634679922,30.33681196,-1,2,1,1,mid-high/mid
